log2FoldChange	logCPM	pvalue	padj	baseMean
chr1:136025-136925_-	2.04756210389864	9.38538116870821	0.0233942802322196	1	668.77688252499
chr1:727175-727325_-	0.464421916403462	8.91183658129371	1	1	481.648406093265
chr1:730825-730925_-	0	8.89407460341357	1	1	475.754866409635
chr1:737675-737775_-	0.249742703366283	8.90272088658912	1	1	478.614696297719
chr1:740825-740925_-	0.455963644370214	8.91131070682371	1	1	481.472873193957
chr1:779725-780725_+	-0.583809895089585	8.97645358526254	0.497469206981634	1	503.711404552085
chr1:780675-780775_-	0	8.89407460341357	1	1	475.754866409635
chr1:1104025-1104325_-	0.0276296908023073	8.93433874190198	1	1	489.219717751997
chr1:1112775-1114275_-	-0.940975771713807	9.38644855699169	0.221353773256136	1	669.271864988432
chr1:1264525-1267225_-	0.470603956279931	9.36277526041337	0.570530318458819	1	658.379342766682
chr1:1280375-1280475_+	-0.175874437165222	8.91490209745719	1	1	482.672926673272
chr1:1316125-1318625_-	0.631727153225251	9.34749962650712	0.489042412184092	1	651.445025383679
chr1:1395975-1397875_-	0.804180129202476	9.15566836664686	0.486361944586754	1	570.336030593797
chr1:1402675-1405375_-	0.106561257242656	9.46114133638767	0.988544967063654	1	704.834795125234
chr1:1407725-1409425_+	1.07772708538133	9.22039244594596	0.250803920419828	1	596.505837392885
chr1:1482975-1484575_+	1.24645532397501	9.3427130970922	0.139780392418047	1	649.287262492249
chr1:1555725-1558175_-	0.0184747881538561	9.39391777254829	1	1	672.745848369489
chr1:1559575-1561425_-	0.54897974279774	9.20245850571284	0.606658682721279	1	589.136654310238
chr1:1563275-1563775_-	1.15128219081335	8.95850587084818	0.281194190659	1	497.483846342477
chr1:1569575-1569825_-	0.868255085402153	8.93473985433369	0.52980276123605	1	489.355754396466
chr1:1571325-1573675_-	-0.340608876289157	9.14738504702758	0.672299172988547	1	567.070795001879
chr1:1613375-1613525_-	0	8.89407460341357	1	1	475.754866409635
chr1:1653375-1654075_-	0.357059526202159	8.9100488567144	1	1	481.051938094549
chr1:1660275-1660375_-	-0.460087979618094	8.90701754042465	0.807692307692307	1	480.042237750118
chr1:1663475-1664175_-	1.2736743579462	9.54047612503966	0.0858535059196132	1	744.679651018471
chr1:1666875-1668175_-	0.46147967906451	9.04587218851114	0.734698313048722	1	528.541223477625
chr1:1670475-1670575_-	0.653479305720485	8.92637287014193	0.771564006213751	1	486.525924300314
chr1:1680825-1681975_-	-0.23077261125199	9.01161060151276	1	1	516.137127292338
chr1:1685925-1686275_-	0.287549929250717	8.93739557777898	1	1	490.257393618939
chr1:1706375-1706525_-	0	8.89407460341357	1	1	475.754866409635
chr1:1716975-1717075_-	0	8.89407460341357	1	1	475.754866409635
chr1:1719825-1719925_-	0	8.89407460341357	1	1	475.754866409635
chr1:1729375-1730075_-	0.420135631715255	9.2162227756476	0.725223133716508	1	594.784308054503
chr1:1730975-1731675_-	1.93946874850793	9.03338781095225	0.0588231367509236	1	523.98721861431
chr1:1732875-1734575_-	0.00320052571652988	9.13564858466463	1	1	562.476333292486
chr1:1736075-1736625_-	0.996561138247616	9.00310924912111	0.389484320427382	1	513.104635547742
chr1:1765625-1768475_-	-0.49186765450707	9.13799988742238	0.584165760191651	1	563.393804032231
chr1:1771975-1773225_-	0.393323892478817	8.95356755537768	0.977272267434344	1	495.7838804961
chr1:1773475-1774925_-	0.274299554206637	8.98804297054525	0.902850296512324	1	507.774089919505
chr1:1784325-1784725_-	-0.429155640239275	8.90552519698351	0.807692307692307	1	479.54593224431
chr1:1791175-1791425_-	-1.0224247901389	8.92897320352891	0.207966180482127	1	487.403636081051
chr1:1792425-1792725_-	0.912857884060337	8.93848690550605	0.52980276123605	1	490.628389488063
chr1:1794225-1795775_-	-0.913698635900476	9.15573774065895	0.278182665657381	1	570.363456660209
chr1:1797425-1799175_-	0.959885727545958	9.30618320270361	0.292502985887254	1	633.053317673119
chr1:1801025-1801375_-	-0.648947311299716	8.94400123213668	0.46747035252177	1	492.507277415043
chr1:1802625-1804125_-	2.30459025012693	9.09173891091016	0.021358133591407	1	545.614778297338
chr1:1805175-1805475_-	1.19329102050589	8.9586091496945	0.282358366821574	1	497.519461212816
chr1:1806925-1806975_-	0	8.89407460341357	1	1	475.754866409635
chr1:1807175-1808875_-	-0.610260001586265	9.20064361635938	0.555991172487625	1	588.395994944928
chr1:1809375-1809475_-	-1.13884743816251	8.97939657501662	0.200860257110874	1	504.739986823117
chr1:1810025-1812125_-	-0.837584371640876	8.95729350170835	0.46747035252177	1	497.065961276801
chr1:1813175-1813375_-	0.95234902090361	8.94234548934301	0.380522566694708	1	491.942364119234
