raw_id	ENSG_ID	Symbol	log2FoldChange	logCPM	pvalue	padj	baseMean
ENSG00000000419.14|9276|DPM1|protein_coding	ENSG00000000419	DPM1	0.295611402791378	3.40990709162127	0.559932498014043	0.808405258963642	10.6288020045898
ENSG00000000457.14|6883|SCYL3|protein_coding	ENSG00000000457	SCYL3	1.13525232196833	3.62153564657398	0.0291629910912098	0.189961999873331	12.3080955751949
ENSG00000000938.13|3382|FGR|protein_coding	ENSG00000000938	FGR	1.53557012214962	5.93615961742252	6.4952316116897e-4	0.0310674073456772	61.2296960966926
ENSG00000000971.16|7980|CFH|protein_coding	ENSG00000000971	CFH	0.113987709742686	3.04978313966089	0.752532256944738	0.918070598572998	8.28087454813654
ENSG00000001084.13|8618|GCLC|protein_coding	ENSG00000001084	GCLC	-0.323854633401086	3.70127032327551	0.408211733004535	0.696556837277561	13.0074866658403
ENSG00000001167.15|6209|NFYA|protein_coding	ENSG00000001167	NFYA	-0.152776156070704	4.33089944675374	0.760708514237218	0.922146003775054	20.1247568411837
ENSG00000001460.18|8511|STPG1|protein_coding	ENSG00000001460	STPG1	-0.402032956021403	3.98926879152456	0.33655957918724	0.633970170529596	15.881428621468
ENSG00000001461.17|9396|NIPAL3|protein_coding	ENSG00000001461	NIPAL3	-0.176957501362998	4.08236567417603	0.66864599722277	0.872441976915932	16.9400434993656
ENSG00000001497.18|12555|LAS1L|protein_coding	ENSG00000001497	LAS1L	-0.253617544627371	4.5410661665632	0.549889081264499	0.801989404044577	23.2807586429871
ENSG00000001561.7|4644|ENPP4|protein_coding	ENSG00000001561	ENPP4	0.843548184454034	3.34324779272364	0.06041717269021	0.271848061838687	10.1488741833525
ENSG00000001617.12|4826|SEMA3F|protein_coding	ENSG00000001617	SEMA3F	0.0269732170212623	3.80601249552366	0.964422912012897	1	13.9869790705819
ENSG00000001626.16|9942|CFTR|protein_coding	ENSG00000001626	CFTR	0.548795851971712	3.67708640206385	0.171152250603518	0.458142990954098	12.7912593228681
ENSG00000001629.10|7389|ANKIB1|protein_coding	ENSG00000001629	ANKIB1	1.05512306279009	4.37537425162313	0.00939475747339316	0.109954037343959	20.7548162132579
ENSG00000001630.17|3529|CYP51A1|protein_coding	ENSG00000001630	CYP51A1	0.0923227299856578	3.5209697709523	1	1	11.4793557453358
ENSG00000001631.16|6204|KRIT1|protein_coding	ENSG00000001631	KRIT1	-0.28695439995353	4.09312079126741	0.554343828054202	0.805146229617474	17.0668013706598
ENSG00000002016.18|4503|RAD52|protein_coding	ENSG00000002016	RAD52	-0.101481930861658	3.83593614246015	0.926558294879615	0.996460701937832	14.2801194533109
ENSG00000002330.14|1708|BAD|protein_coding	ENSG00000002330	BAD	0.339431992178967	3.21826711878152	0.318752713871282	0.619673841542048	9.30668332976689
ENSG00000002549.13|3779|LAP3|protein_coding	ENSG00000002549	LAP3	1.56701988872786	4.32104598076353	6.69426670909003e-4	0.0310674073456772	19.9877750394075
ENSG00000002586.20_PAR_Y|4858|CD99|protein_coding	ENSG00000002586	CD99	0.599163358769286	4.40952154740199	0.13300878249107	0.40578581018997	21.2519239097161
ENSG00000002586.20|4858|CD99|protein_coding	ENSG00000002586	CD99	0.289942096647105	4.17532612748923	0.555724694447328	0.80614491340821	18.0675142554877
ENSG00000002587.10|7435|HS3ST1|protein_coding	ENSG00000002587	HS3ST1	0.203037469601187	3.13927273875209	1	1	8.81079829199876
ENSG00000002726.21|3786|AOC1|protein_coding	ENSG00000002726	AOC1	-0.432259331780509	6.09491908929414	0.215437102914877	0.513876976448818	68.3523526006856
ENSG00000002746.15|13935|HECW1|protein_coding	ENSG00000002746	HECW1	-0.541469499658729	5.00059130133602	0.187223506543527	0.479963246887133	32.0131181714413
ENSG00000002822.16|6955|MAD1L1|protein_coding	ENSG00000002822	MAD1L1	-0.207850263297697	4.66841740803834	0.473341998504773	0.746878413097871	25.429257063859
ENSG00000002834.18|7061|LASP1|protein_coding	ENSG00000002834	LASP1	0.955079502458247	5.56760096753916	0.019705921905572	0.156054130494764	47.4258250746755
ENSG00000002919.15|4133|SNX11|protein_coding	ENSG00000002919	SNX11	0.783849751274285	3.4838695781174	0.105285611764243	0.361306515753746	11.1879172110187
ENSG00000002933.9|3477|TMEM176A|protein_coding	ENSG00000002933	TMEM176A	0.10295922145486	3.52207595478249	0.986695928185254	1	11.4881608959613
ENSG00000003056.8|3585|M6PR|protein_coding	ENSG00000003056	M6PR	0.637716656074867	4.44394021914762	0.114109525962624	0.376213900222004	21.7650317437284
ENSG00000003096.14|6983|KLHL13|protein_coding	ENSG00000003096	KLHL13	-0.648254057198583	3.342113875085	0.164810010106033	0.449591657589164	10.1409005882194
ENSG00000003137.9|4839|CYP26B1|protein_coding	ENSG00000003137	CYP26B1	0.181193960964606	5.28190653467973	0.694625079552381	0.888634957755538	38.9056164711637
ENSG00000003147.19|4883|ICA1|protein_coding	ENSG00000003147	ICA1	-0.843697194251266	5.34422489172442	0.0618480357130546	0.27522119208129	40.6230002968835
ENSG00000003393.16|33513|ALS2|protein_coding	ENSG00000003393	ALS2	0.217658840621573	5.93821551560522	0.512025723597387	0.77523653815079	61.3170130648962
ENSG00000003400.15|7581|CASP10|protein_coding	ENSG00000003400	CASP10	0.610725686837605	4.25342045800751	0.114695494115023	0.376731857228164	19.0724788528366
ENSG00000003402.20|22479|CFLAR|protein_coding	ENSG00000003402	CFLAR	-0.240729898019312	7.00830498855442	0.52629471156514	0.785117802182546	128.738967084016
ENSG00000003436.16|11714|TFPI|protein_coding	ENSG00000003436	TFPI	-0.125967630803878	3.17339124365923	0.59624094168343	0.828961221788731	9.02164954153135
ENSG00000003509.16|3651|NDUFAF7|protein_coding	ENSG00000003509	NDUFAF7	0.377593096119272	4.0629866403115	0.378486913427969	0.670439887578004	16.7140174294585
ENSG00000003756.17|10357|RBM5|protein_coding	ENSG00000003756	RBM5	0.556363782705999	5.71007673148571	0.164720821596986	0.449570913062827	52.3485158929739
ENSG00000003987.14|6928|MTMR7|protein_coding	ENSG00000003987	MTMR7	-0.0462432127734338	3.24678261125828	1	1	9.49246392629899
ENSG00000003989.18|7905|SLC7A2|protein_coding	ENSG00000003989	SLC7A2	-0.25053067371081	3.56534607943183	0.711415415814886	0.897615409502066	11.8379394654774
ENSG00000004059.11|1825|ARF5|protein_coding	ENSG00000004059	ARF5	1.06375590036476	4.18646985768012	0.00897824874496049	0.107051167356446	18.2076125452794
ENSG00000004139.14|11105|SARM1|protein_coding	ENSG00000004139	SARM1	0.252770837546783	4.66820704994458	0.549214421233522	0.80163119137643	25.4255495165783
ENSG00000004142.12|2670|POLDIP2|protein_coding	ENSG00000004142	POLDIP2	-0.09194105523198	4.22399053861126	0.824793298981042	0.953039783467164	18.6873557592075
ENSG00000004399.13|9557|PLXND1|protein_coding	ENSG00000004399	PLXND1	-0.471799611104138	4.60806009527731	0.131464076047059	0.403987195382391	24.3873331155191
ENSG00000004455.17|9625|AK2|protein_coding	ENSG00000004455	AK2	-1.29915022650812	6.31948908779908	0.00299514246039741	0.0648625699834733	79.8648669885752
ENSG00000004468.13|6857|CD38|protein_coding	ENSG00000004468	CD38	1.74027749071863	3.99332041246243	8.67327914566994e-4	0.0349831443920438	15.9260922298919
ENSG00000004478.8|5163|FKBP4|protein_coding	ENSG00000004478	FKBP4	-0.0558710489270467	3.59973229938651	1	1	12.1234827392988
ENSG00000004487.17|5440|KDM1A|protein_coding	ENSG00000004487	KDM1A	-0.0635490453446565	4.90543443729367	0.891955849979104	0.982062353739123	29.9697353152157
ENSG00000004534.15|7299|RBM6|protein_coding	ENSG00000004534	RBM6	0.505223933133855	5.79189101382151	0.198707919235604	0.493816818396698	55.4029547041447
ENSG00000004660.15|7433|CAMKK1|protein_coding	ENSG00000004660	CAMKK1	-0.129548625595881	4.43577285534324	0.835632509015603	0.95879192678162	21.6421639849996
ENSG00000004700.16|3779|RECQL|protein_coding	ENSG00000004700	RECQL	0.314523470520142	3.80645888353733	0.574317602989914	0.816984659496572	13.9913074876448
ENSG00000004766.17|9559|VPS50|protein_coding	ENSG00000004766	VPS50	0.842325237465875	3.49199982638054	0.16712933858617	0.45200944500634	11.251144245299
ENSG00000004776.13|1724|HSPB6|protein_coding	ENSG00000004776	HSPB6	-1.98878791096611	8.22951773176139	0.00188016449495403	0.0510800894176561	300.145396767005
ENSG00000004777.18|5260|ARHGAP33|protein_coding	ENSG00000004777	ARHGAP33	-0.156585308874634	3.679550390641	0.789174231314527	0.937068038242301	12.813124267145
ENSG00000004779.10|1548|NDUFAB1|protein_coding	ENSG00000004779	NDUFAB1	0.487461810522356	3.71634523944304	0.145062641771273	0.423602034106919	13.1441162456866
ENSG00000004848.8|3114|ARX|protein_coding	ENSG00000004848	ARX	-1.62802727939106	4.89700390634638	0.00117900977215089	0.0414770734588431	29.7951149098857
ENSG00000004864.14|3710|SLC25A13|protein_coding	ENSG00000004864	SLC25A13	0.900797780662024	3.25177236598251	0.104237216468895	0.359232333052989	9.52535172941346
ENSG00000004866.22|6526|ST7|protein_coding	ENSG00000004866	ST7	-0.476880431575338	3.01058981142309	0.360141012312512	0.653326549180881	8.05893843163531
ENSG00000004897.12|6824|CDC27|protein_coding	ENSG00000004897	CDC27	0.861054866744062	4.21323659537269	0.0477328287227648	0.243572235407363	18.5485768626274
ENSG00000004948.16|4222|CALCR|protein_coding	ENSG00000004948	CALCR	0.153792348135109	3.84871339088267	0.800045462567773	0.941081224852175	14.4071532350253
ENSG00000004961.15|2343|HCCS|protein_coding	ENSG00000004961	HCCS	0.0314532902015974	5.09595005844627	0.93198041292286	0.998339692885192	34.200607781048
ENSG00000004975.12|5321|DVL2|protein_coding	ENSG00000004975	DVL2	0.497881061797617	3.84577750947845	0.128366840419668	0.399215725302476	14.3778645195359
ENSG00000005001.10|2384|PRSS22|protein_coding	ENSG00000005001	PRSS22	-0.568607215241698	4.48242948800064	0.239995382905435	0.541459671762878	22.353510133172
ENSG00000005007.13|8573|UPF1|protein_coding	ENSG00000005007	UPF1	0.300816015209639	5.30216137240113	0.29458371735629	0.597775921927876	39.4556874770388
ENSG00000005020.13|5361|SKAP2|protein_coding	ENSG00000005020	SKAP2	1.24952755313942	4.18858838101845	0.00579603244648259	0.0873566812720252	18.2343691267489
ENSG00000005022.6|1555|SLC25A5|protein_coding	ENSG00000005022	SLC25A5	0.196093462479285	4.52009225037782	0.610890226549547	0.838954107895143	22.9447510796139
ENSG00000005059.16|3555|MCUB|protein_coding	ENSG00000005059	MCUB	0.688138774246321	4.02964566020898	0.160235396310562	0.443483153679293	16.3321821774883
ENSG00000005073.6|2669|HOXA11|protein_coding	ENSG00000005073	HOXA11	-0.0330507755960842	3.51895662624432	1	1	11.4633485591482
ENSG00000005075.15|1355|POLR2J|protein_coding	ENSG00000005075	POLR2J	0.491292564907725	3.73098282840889	0.257720264826033	0.559867934670621	13.2781553260526
ENSG00000005100.13|5789|DHX33|protein_coding	ENSG00000005100	DHX33	-0.166018814462935	3.67791454646944	0.84090313519581	0.96123899481973	12.7986039455788
ENSG00000005108.16|10921|THSD7A|protein_coding	ENSG00000005108	THSD7A	0.314816758720628	5.14623819344478	0.482352020348654	0.752571549354071	35.4137617386722
ENSG00000005156.12|12901|LIG3|protein_coding	ENSG00000005156	LIG3	0.248615641956158	4.64955389752876	0.521805094447121	0.782056278300791	25.0989289756264
ENSG00000005175.10|5350|RPAP3|protein_coding	ENSG00000005175	RPAP3	0.509208524034753	3.64205332503735	0.425243518754164	0.710074641903544	12.4843891234817
ENSG00000005187.12|7510|ACSM3|protein_coding	ENSG00000005187	ACSM3	-1.01995912415306	6.72311653121332	0.0170463919574141	0.1443281866822	105.647625450429
ENSG00000005189.20|4111|REXO5|protein_coding	ENSG00000005189	REXO5	0.174474904395245	3.0694111491451	0.587380981832088	0.824744233581949	8.39430654690423
ENSG00000005206.17|7419|SPPL2B|protein_coding	ENSG00000005206	SPPL2B	0.268278800362784	5.09961828483423	0.392717588596455	0.683305402986467	34.287677602889
ENSG00000005238.20|6375|FAM214B|protein_coding	ENSG00000005238	FAM214B	0.293586265415041	3.69078014969622	0.537105786670382	0.793405772429534	12.9132492099273
ENSG00000005249.13|4262|PRKAR2B|protein_coding	ENSG00000005249	PRKAR2B	-0.531852460571268	5.04533128245773	0.223427314811318	0.522576990158135	33.0214434986878
ENSG00000005302.19|9780|MSL3|protein_coding	ENSG00000005302	MSL3	-0.0494961180168322	5.63500193989138	0.930661469990096	0.997903316231602	49.6940748201773
ENSG00000005339.15|15479|CREBBP|protein_coding	ENSG00000005339	CREBBP	0.444951981672619	6.07926577182086	0.175008549680425	0.463221036397801	67.6147347933188
ENSG00000005379.17|11389|TSPOAP1|protein_coding	ENSG00000005379	TSPOAP1	0.409658703989737	5.42795681724038	0.155144871153788	0.436865796969586	43.0504620666348
ENSG00000005381.8|3527|MPO|protein_coding	ENSG00000005381	MPO	-0.428701084120556	3.73417185597876	0.405908689645833	0.694432648629789	13.3075386933851
ENSG00000005436.14|5462|GCFC2|protein_coding	ENSG00000005436	GCFC2	0.330676624074849	3.27626594034643	0.445721571427316	0.726080407440689	9.68845043528389
ENSG00000005448.17|2852|WDR54|protein_coding	ENSG00000005448	WDR54	-0.2266242262835	3.10595003376869	0.634273162035891	0.852446273235209	8.60962280784051
ENSG00000005471.19|7728|ABCB4|protein_coding	ENSG00000005471	ABCB4	-0.761132239291759	3.72044686986113	0.101838984156626	0.354910766882923	13.18153858056
ENSG00000005483.21|9949|KMT2E|protein_coding	ENSG00000005483	KMT2E	0.86505816249122	5.58211482707316	0.0282660613954809	0.186139915983687	47.9053483110859
ENSG00000005486.17|2390|RHBDD2|protein_coding	ENSG00000005486	RHBDD2	0.325203506556065	3.32417155270693	0.527627036265999	0.785908367609272	10.0155625617406
ENSG00000005513.10|4470|SOX8|protein_coding	ENSG00000005513	SOX8	0.252724954479374	6.1150529698901	0.615025432842482	0.841658442892488	69.3129477562769
ENSG00000005700.15|8719|IBTK|protein_coding	ENSG00000005700	IBTK	0.724624733769938	4.24998806434517	0.0946487139335225	0.341623849166574	19.0271564245785
ENSG00000005801.18|11711|ZNF195|protein_coding	ENSG00000005801	ZNF195	1.3529171521872	3.91333003665412	0.00930011390785909	0.109181753255593	15.0671018485663
ENSG00000005810.19|18170|MYCBP2|protein_coding	ENSG00000005810	MYCBP2	0.213802522295676	6.62911144658666	0.490737361986466	0.758556722633176	98.9831772392582
ENSG00000005812.11|7076|FBXL3|protein_coding	ENSG00000005812	FBXL3	0.525667516728831	4.51454173726404	0.189269222336312	0.482837591182832	22.8566448174547
ENSG00000005844.19|9864|ITGAL|protein_coding	ENSG00000005844	ITGAL	0.460305041853866	5.87700615726432	0.269270517132929	0.571524215766858	58.7699252103237
ENSG00000005882.12|5471|PDK2|protein_coding	ENSG00000005882	PDK2	-0.947282829447156	4.00829257069888	0.0249274437196806	0.174858547916795	16.0922323726
ENSG00000005884.18|9802|ITGA3|protein_coding	ENSG00000005884	ITGA3	-1.40257617534414	6.42591601553053	3.30881803054896e-4	0.0218358523221688	85.9792139410602
ENSG00000005889.16|9037|ZFX|protein_coding	ENSG00000005889	ZFX	0.364884970796323	4.96855109094103	0.362127377132005	0.654989842397376	31.3099888791754
ENSG00000005893.16|9404|LAMP2|protein_coding	ENSG00000005893	LAMP2	1.74663774611608	4.01619970093652	0.00161709646069183	0.0470221330210546	16.1806729019992
ENSG00000005961.19|5695|ITGA2B|protein_coding	ENSG00000005961	ITGA2B	-0.402678891286825	3.74580446742993	0.438502470699598	0.720351168915749	13.415272617709
ENSG00000006007.12|4390|GDE1|protein_coding	ENSG00000006007	GDE1	0.0238697735952648	3.53711777098743	0.994885327210446	1	11.6085652616837
ENSG00000006015.18|3371|REX1BD|protein_coding	ENSG00000006015	REX1BD	0.162960976658496	4.40402721059207	0.637406491569199	0.854593429765332	21.1711423425192
ENSG00000006016.12|2967|CRLF1|protein_coding	ENSG00000006016	CRLF1	-0.355951383157949	3.66765892498987	0.542324747228892	0.796643081487491	12.7079456950829
ENSG00000006025.12|6572|OSBPL7|protein_coding	ENSG00000006025	OSBPL7	0.274768957450747	3.98486957952688	0.543521501704231	0.797456255654032	15.8330751187203
ENSG00000006047.13|4631|YBX2|protein_coding	ENSG00000006047	YBX2	0.491984737590022	3.82937542571443	0.174568497856192	0.462451209267434	14.215327439708
ENSG00000006062.18|5668|MAP3K14|protein_coding	ENSG00000006062	MAP3K14	1.00443171235037	5.20888607058064	0.00342508490110166	0.0687107796181573	36.9854537584751
ENSG00000006071.16|27254|ABCC8|protein_coding	ENSG00000006071	ABCC8	-0.46234096898691	4.60574111985828	0.218456734125257	0.516973527730295	24.3481646170702
ENSG00000006116.4|1917|CACNG3|protein_coding	ENSG00000006116	CACNG3	1.04162739834099	3.89005962926221	0.0188223665379694	0.152430044069457	14.8260217645638
ENSG00000006118.15|7274|TMEM132A|protein_coding	ENSG00000006118	TMEM132A	-0.0925855355633663	3.41644632986361	0.957561545375141	1	10.6770880416576
ENSG00000006125.18|7591|AP2B1|protein_coding	ENSG00000006125	AP2B1	1.02220137604026	5.0394075836989	0.00413463136948096	0.0751420798691804	32.8861355906145
ENSG00000006194.10|6403|ZNF263|protein_coding	ENSG00000006194	ZNF263	-0.0848239108826514	3.58157241580213	0.840795508878002	0.961189533768635	11.9718351705677
ENSG00000006282.21|5337|SPATA20|protein_coding	ENSG00000006282	SPATA20	0.295388304887868	4.9611743711879	0.391504894494494	0.682321259883233	31.1503047239262
ENSG00000006283.18|10062|CACNA1G|protein_coding	ENSG00000006283	CACNA1G	-1.12978883687013	5.09936997420362	0.00271651801220913	0.0613524274359368	34.2817766592026
ENSG00000006327.14|1801|TNFRSF12A|protein_coding	ENSG00000006327	TNFRSF12A	-0.910861727565119	3.0410882178057	0.110958569187836	0.371258355373182	8.23111696346927
ENSG00000006377.11|3445|DLX6|protein_coding	ENSG00000006377	DLX6	-1.49215037727295	3.43973622382696	0.00175895432558793	0.0491271577037186	10.8508505152393
ENSG00000006432.16|12386|MAP3K9|protein_coding	ENSG00000006432	MAP3K9	-1.1519653618916	6.66361611679321	0.0105350409869729	0.116010125897968	101.379076497778
ENSG00000006451.8|3579|RALA|protein_coding	ENSG00000006451	RALA	0.628134446659614	3.88056405354355	0.251204923961199	0.552330297131134	14.7287598189328
ENSG00000006453.14|4821|BAIAP2L1|protein_coding	ENSG00000006453	BAIAP2L1	0.44907695790064	3.1068071109867	0.257761873415254	0.559867934670621	8.61473913782216
ENSG00000006459.11|9378|KDM7A|protein_coding	ENSG00000006459	KDM7A	0.97990338858476	4.71419689297254	0.0493013626545	0.247370816662239	26.2491152830913
ENSG00000006468.14|9615|ETV1|protein_coding	ENSG00000006468	ETV1	-0.926759810176542	3.09087139765049	0.0330712997334025	0.202325676248222	8.52010610800452
ENSG00000006530.18|10697|AGK|protein_coding	ENSG00000006530	AGK	0.450324410131512	4.06650331702788	0.300722823244566	0.604400715274309	16.7548087887797
