raw_id	ENSG_ID	Symbol	log2FoldChange	logCPM	pvalue	padj	baseMean
ENSG00000000003.15|4536|TSPAN6|protein_coding	ENSG00000000003	TSPAN6	-0.595215544257915	3.00964673932521	0.42756928167344	0.669526243016698	8.05367212362599
ENSG00000000419.14|9276|DPM1|protein_coding	ENSG00000000419	DPM1	0.00987146780492418	3.6347438612014	1	1	12.4212965038296
ENSG00000000457.14|6883|SCYL3|protein_coding	ENSG00000000457	SCYL3	-0.41089193490159	3.65186098173569	0.332642303661603	0.586715622433293	12.5695490050988
ENSG00000000460.17|5970|C1orf112|protein_coding	ENSG00000000460	C1orf112	0.121583838990762	3.19007499795223	0.942080089499298	0.995048012038114	9.12658415661714
ENSG00000000938.13|3382|FGR|protein_coding	ENSG00000000938	FGR	1.17457031953556	5.60416212223512	0.0188357214939172	0.128959280653836	48.6430613408371
ENSG00000000971.16|7980|CFH|protein_coding	ENSG00000000971	CFH	0.159456552225897	3.05574231808723	0.809303709444816	0.929037284790302	8.31515016738715
ENSG00000001084.13|8618|GCLC|protein_coding	ENSG00000001084	GCLC	0.0397803731696338	3.28124203299592	0.998439607828764	1	9.72192519224568
ENSG00000001167.15|6209|NFYA|protein_coding	ENSG00000001167	NFYA	-0.0811140417210877	4.67639213539242	0.845588629913525	0.948762161502555	25.5702105579744
ENSG00000001460.18|8511|STPG1|protein_coding	ENSG00000001460	STPG1	-0.666843892759076	3.90959318959581	0.165755737141958	0.406572767959572	15.0281257667471
ENSG00000001461.17|9396|NIPAL3|protein_coding	ENSG00000001461	NIPAL3	-0.28499983573205	3.96345703047726	0.409239618534195	0.655242211971227	15.5998151674639
ENSG00000001497.18|12555|LAS1L|protein_coding	ENSG00000001497	LAS1L	-0.45235253136487	4.4969928813441	0.173546366178148	0.416836082134275	22.5803020768156
ENSG00000001561.7|4644|ENPP4|protein_coding	ENSG00000001561	ENPP4	-0.187353553990246	3.29019451802988	0.554535171895637	0.765387110562067	9.78244109547741
ENSG00000001617.12|4826|SEMA3F|protein_coding	ENSG00000001617	SEMA3F	-0.477448558364368	3.93706618549618	0.265980085754303	0.520574815574845	15.3170460042522
ENSG00000001626.16|9942|CFTR|protein_coding	ENSG00000001626	CFTR	-0.281569105727165	3.87744422824865	0.560664881734398	0.769963850515927	14.6969433176667
ENSG00000001629.10|7389|ANKIB1|protein_coding	ENSG00000001629	ANKIB1	0.856139269787406	3.9912042297034	0.0572512636223333	0.232607364451051	15.9027485466791
ENSG00000001630.17|3529|CYP51A1|protein_coding	ENSG00000001630	CYP51A1	-0.544725822855635	3.22516794671801	0.293564688350811	0.547447982192037	9.35130652749915
ENSG00000001631.16|6204|KRIT1|protein_coding	ENSG00000001631	KRIT1	0.387331451635596	3.93684165529587	0.412065718529494	0.657376224592211	15.3146623599594
ENSG00000002016.18|4503|RAD52|protein_coding	ENSG00000002016	RAD52	-0.0835627985579096	3.90109368850894	0.897274087162959	0.974673878081217	14.9398492798476
ENSG00000002330.14|1708|BAD|protein_coding	ENSG00000002330	BAD	-0.0877090833434923	3.18030707365544	0.611803618153013	0.8053393989207	9.06500033732957
ENSG00000002549.13|3779|LAP3|protein_coding	ENSG00000002549	LAP3	1.25965953875177	4.18561371253545	0.0253166469693116	0.150171699185483	18.1968107235403
ENSG00000002586.20_PAR_Y|4858|CD99|protein_coding	ENSG00000002586	CD99	0.42697675805717	3.9952245475402	0.400130970466926	0.648822402944269	15.9471260944726
ENSG00000002586.20|4858|CD99|protein_coding	ENSG00000002586	CD99	0.344969572101543	3.85973241248496	0.570609486844063	0.776928927765178	14.5176135442174
ENSG00000002587.10|7435|HS3ST1|protein_coding	ENSG00000002587	HS3ST1	0.106597642971882	3.52095775028083	0.967527975551646	1	11.479260098657
ENSG00000002726.21|3786|AOC1|protein_coding	ENSG00000002726	AOC1	-0.982966613029933	6.28790759354999	0.00460534535465846	0.0593387259857082	78.1355719679036
ENSG00000002746.15|13935|HECW1|protein_coding	ENSG00000002746	HECW1	-0.397262349110136	4.92679135380758	0.38952849271171	0.63927720317483006	30.4166919826012
ENSG00000002822.16|6955|MAD1L1|protein_coding	ENSG00000002822	MAD1L1	0.518878783703242	4.61790018956988	0.088626200683781	0.293049844821844	24.5542387335383
ENSG00000002834.18|7061|LASP1|protein_coding	ENSG00000002834	LASP1	0.542986608790567	5.20792215835274	0.206401644056874	0.456042403826373	36.9607508080534
ENSG00000002919.15|4133|SNX11|protein_coding	ENSG00000002919	SNX11	0.0632751353966808	3.63159259526182	0.919703497645966	0.985270511813319	12.3941943866431
ENSG00000002933.9|3477|TMEM176A|protein_coding	ENSG00000002933	TMEM176A	-0.233680364388927	3.57367132020827	0.566586927924115	0.774442472304208	11.9064491637404
ENSG00000003056.8|3585|M6PR|protein_coding	ENSG00000003056	M6PR	0.00397818112291822	4.3641141067285	1	1	20.5934566856775
ENSG00000003096.14|6983|KLHL13|protein_coding	ENSG00000003096	KLHL13	-0.746606416523609	3.17199850640768	0.154697447301794	0.39133246361457	9.01294449705846
